Conf,Rayon Giration,Distance,ecart-type Distance,RMSD,ecart-type RMSD,Ratio Giration,Correlation,p-value Correlation
REF,16.7513,0,,,,,,
0,16.7513,11.4172,2.693,0.0,0.0,1.0,1.0,0.0
1,17.4191,11.601,2.7938,0.8579,0.6072,1.0399,0.3753,0.0003
2,17.4054,11.7964,2.8676,1.0153,0.6291,1.039,0.483,0.0
3,17.365,11.6649,2.7617,1.0174,0.5723,1.0366,0.5389,0.0
4,17.1964,11.5817,2.7911,1.0027,0.5208,1.0266,0.5894,0.0
5,16.9896,11.6027,2.7999,0.9789,0.6334,1.0142,0.4644,0.0
6,17.076,11.6216,2.7871,1.1022,0.7016,1.0194,0.6171,0.0
7,17.1714,11.6069,2.7692,0.9974,0.6966,1.0251,0.4468,0.0
8,17.2353,11.6991,2.7914,1.1312,0.7404,1.0289,0.6102,0.0
9,17.3423,11.5708,2.7773,1.0317,0.6287,1.0353,0.5019,0.0
10,17.1675,11.6649,2.7726,1.0353,0.7157,1.0248,0.5447,0.0
11,17.6104,11.7258,2.784,1.1175,0.663,1.0513,0.465,0.0
12,17.067,11.5877,2.83,1.0242,0.7279,1.0188,0.5231,0.0
13,17.2925,11.7053,2.85,1.0814,0.7626,1.0323,0.4807,0.0
14,16.6985,11.623,2.7328,0.8305,0.5972,0.9968,0.3702,0.0004
15,17.2258,11.7021,2.782,1.0094,0.7364,1.0283,0.4064,0.0001
16,17.272,11.7981,2.9154,1.1215,0.8273,1.0311,0.4787,0.0
17,16.9388,11.681,2.715,1.1827,0.802,1.0112,0.3896,0.0002
18,17.5936,11.7423,2.7999,1.0877,0.6656,1.0503,0.4974,0.0
19,17.5375,11.7081,2.762,1.0553,0.7379,1.0469,0.4468,0.0
20,16.6778,11.6448,2.7065,0.9837,0.6633,0.9956,0.4312,0.0
21,17.189,11.6206,2.7175,1.1309,0.6684,1.0261,0.5119,0.0
22,17.1117,11.6837,2.7051,0.9127,0.669,1.0215,0.3776,0.0003
23,17.1088,11.6553,2.6809,1.1049,0.7326,1.0213,0.495,0.0
24,16.994,11.6703,2.7349,0.9002,0.6361,1.0145,0.4604,0.0
25,17.2922,11.5651,2.7609,0.9595,0.6789,1.0323,0.448,0.0
26,16.8115,11.5712,2.7772,0.9807,0.6439,1.0036,0.5476,0.0
27,16.9341,11.6451,2.7332,1.0614,0.5804,1.0109,0.4329,0.0
28,16.8015,11.6171,2.6932,0.9043,0.6137,1.003,0.4202,0.0
29,16.9589,11.634,2.8361,0.9477,0.6414,1.0124,0.5466,0.0
30,16.6524,11.5294,2.7022,0.9131,0.5074,0.9941,0.4495,0.0
31,16.835,11.6142,2.8611,0.8507,0.6298,1.005,0.4374,0.0
32,16.6098,11.5031,2.7349,0.8876,0.5929,0.9916,0.4949,0.0
33,16.8341,11.5735,2.7176,0.8929,0.5947,1.0049,0.5064,0.0
34,17.2505,11.6759,2.8196,0.9333,0.5911,1.0298,0.436,0.0
35,16.8641,11.6594,2.8093,0.872,0.5003,1.0067,0.4582,0.0
36,16.8436,11.5725,2.7254,1.0413,0.593,1.0055,0.5295,0.0
37,16.8697,11.5685,2.7647,0.9912,0.6073,1.0071,0.5178,0.0
38,16.8029,11.5932,2.7019,0.9048,0.5358,1.0031,0.4335,0.0
39,16.8539,11.5396,2.7588,0.9471,0.6138,1.0061,0.5272,0.0
40,16.6512,11.5618,2.6405,1.0059,0.6228,0.994,0.5032,0.0
41,17.2166,11.5975,2.6764,0.9557,0.7353,1.0278,0.5099,0.0
42,16.7205,11.5134,2.7154,0.9521,0.5934,0.9982,0.4132,0.0001
43,16.6057,11.5194,2.682,0.9873,0.6459,0.9913,0.3903,0.0002
44,17.0422,11.5182,2.7543,1.0291,0.6162,1.0174,0.5436,0.0
45,16.7561,11.5724,2.7418,0.9751,0.5856,1.0003,0.4848,0.0
46,16.8506,11.6482,2.6739,1.1292,0.6137,1.0059,0.5396,0.0
47,16.7478,11.5723,2.7641,0.8839,0.5703,0.9998,0.5271,0.0
48,16.9463,11.4941,2.6929,0.9922,0.5746,1.0116,0.4935,0.0
49,17.0592,11.5128,2.6752,0.9956,0.555,1.0184,0.4217,0.0
50,16.5703,11.4987,2.6031,1.0831,0.5332,0.9892,0.4574,0.0
51,17.076,11.4749,2.7089,0.8905,0.5415,1.0194,0.4864,0.0
52,17.0477,11.5453,2.7338,0.9588,0.587,1.0177,0.5053,0.0
53,17.2433,11.6351,2.8144,0.9907,0.561,1.0294,0.5269,0.0
54,16.8326,11.5858,2.7361,1.0551,0.5635,1.0049,0.5898,0.0
55,17.0166,11.6729,2.8055,1.0814,0.6221,1.0158,0.5641,0.0
56,16.8831,11.5979,2.6733,0.9958,0.575,1.0079,0.3922,0.0001
57,16.6995,11.574,2.7394,0.9724,0.653,0.9969,0.4193,0.0
58,17.1525,11.6057,2.7306,1.0173,0.5623,1.0239,0.5276,0.0
59,16.815,11.5551,2.6041,1.0375,0.5781,1.0038,0.3485,0.0008
60,16.8913,11.551,2.6954,0.9945,0.5687,1.0084,0.4399,0.0
61,16.7358,11.648,2.7275,0.9476,0.4983,0.9991,0.3611,0.0005
62,16.9208,11.5582,2.6818,0.97,0.5833,1.0101,0.416,0.0001
63,17.0076,11.709,2.7262,1.0789,0.5345,1.0153,0.4607,0.0
64,16.8047,11.6386,2.5968,1.1051,0.5612,1.0032,0.4023,0.0001
65,16.5441,11.4936,2.6956,1.1321,0.6914,0.9876,0.4889,0.0
66,17.2199,11.6248,2.7891,1.0001,0.6036,1.028,0.5201,0.0
67,16.5937,11.4839,2.6823,1.008,0.58,0.9906,0.4969,0.0
68,16.9419,11.5916,2.6717,1.195,0.6318,1.0114,0.5923,0.0
69,16.7942,11.6332,2.7623,1.0236,0.5595,1.0026,0.5789,0.0
70,16.6503,11.5218,2.6779,1.0884,0.6059,0.994,0.4413,0.0
71,16.7718,11.5728,2.7794,0.9992,0.595,1.0012,0.3955,0.0001
72,16.9066,11.5926,2.6562,1.1926,0.7039,1.0093,0.5448,0.0
73,16.564,11.614,2.6557,1.2319,0.7368,0.9888,0.373,0.0003
74,16.4598,11.6749,2.6774,1.3239,0.8392,0.9826,0.4309,0.0
75,17.1643,11.8052,2.6487,1.4036,0.9266,1.0247,0.462,0.0
76,16.8969,11.7254,2.7819,1.2873,0.9364,1.0087,0.5051,0.0
77,17.1747,11.718,2.7836,1.3244,0.9684,1.0253,0.511,0.0
78,17.2473,11.6302,2.7657,1.3038,0.9891,1.0296,0.5035,0.0
79,16.635,11.5396,2.6979,1.2345,0.8481,0.9931,0.4951,0.0
80,17.5388,11.5886,2.5869,1.3541,1.0487,1.047,0.4397,0.0
81,17.8044,11.5947,2.7285,1.347,0.9275,1.0629,0.4524,0.0
82,16.9201,11.6197,2.6097,1.2532,1.0261,1.0101,0.4138,0.0001
83,16.6436,11.6601,2.6314,1.2561,0.9658,0.9936,0.3986,0.0001
84,16.9519,11.5576,2.5587,1.189,0.9012,1.012,0.4002,0.0001
85,17.1723,11.6491,2.6645,1.1476,0.9653,1.0251,0.3941,0.0001
86,16.8969,11.5147,2.6365,1.2113,0.9719,1.0087,0.3913,0.0001
87,17.3963,11.6836,2.6558,1.2575,0.9854,1.0385,0.3806,0.0002
88,16.9939,11.5962,2.7862,0.9834,0.6515,1.0145,0.4762,0.0
89,17.3463,11.6426,2.6579,1.0387,0.829,1.0355,0.35,0.0008
90,17.1643,11.6341,2.6097,1.1129,0.8043,1.0247,0.3083,0.0033
91,17.539,11.709,2.6901,1.1809,0.8441,1.047,0.3675,0.0004
92,17.0945,11.6487,2.6995,1.2478,0.9385,1.0205,0.4084,0.0001
93,16.9017,11.6729,2.7011,1.3172,0.9363,1.009,0.4565,0.0
94,17.2446,11.6772,2.6837,1.311,0.9879,1.0295,0.4548,0.0
95,17.7116,11.6222,2.8144,1.0792,0.7684,1.0573,0.6171,0.0
96,17.685,11.6865,2.7586,1.1075,0.8616,1.0557,0.4491,0.0
97,17.0082,11.5849,2.6637,1.1613,0.6963,1.0153,0.4843,0.0
98,16.7966,11.5671,2.662,1.1367,0.709,1.0027,0.5281,0.0
99,16.7682,11.6085,2.7482,0.9981,0.5948,1.001,0.5467,0.0
100,16.5636,11.5909,2.6815,1.2467,0.678,0.9888,0.6056,0.0
101,16.7494,11.5445,2.6844,1.1156,0.6635,0.9999,0.6085,0.0
102,17.2316,11.6214,2.678,1.0939,0.5899,1.0287,0.5131,0.0
103,17.482,11.7973,2.7727,1.2164,0.6114,1.0436,0.43,0.0
104,17.2419,11.6163,2.6959,1.1549,0.6777,1.0293,0.5055,0.0
105,16.9165,11.6355,2.7011,1.1502,0.635,1.0099,0.5586,0.0
106,16.8621,11.6596,2.7362,1.1388,0.656,1.0066,0.4682,0.0
107,17.6602,11.6467,2.7126,1.1331,0.5849,1.0543,0.5148,0.0
108,16.9568,11.6389,2.6933,0.9647,0.5062,1.0123,0.4321,0.0
109,17.0147,11.5887,2.6933,1.0412,0.5312,1.0157,0.4343,0.0
110,16.9054,11.5462,2.698,1.0204,0.5431,1.0092,0.5261,0.0
111,17.2633,11.6454,2.8239,1.0315,0.6012,1.0306,0.5558,0.0
112,17.394,11.7076,2.8133,1.1429,0.6116,1.0384,0.5231,0.0
113,17.3366,11.6954,2.7857,1.2846,0.6941,1.0349,0.5825,0.0
114,17.7021,11.7616,2.8411,1.283,0.8295,1.0568,0.4977,0.0
115,16.9566,11.6551,2.7781,1.0596,0.6556,1.0123,0.5501,0.0
116,17.2046,11.7842,2.7234,1.1303,0.7413,1.0271,0.3798,0.0002
117,17.0044,11.679,2.7877,0.9831,0.6,1.0151,0.5212,0.0
118,17.1548,11.6623,2.8089,1.1576,0.6922,1.0241,0.5797,0.0
119,17.467,11.664,2.8478,1.1735,0.6691,1.0427,0.556,0.0
120,17.4491,11.637,2.7883,1.207,0.7447,1.0417,0.6289,0.0
121,16.9899,11.5338,2.7255,1.0899,0.6255,1.0142,0.5241,0.0
122,17.1154,11.6275,2.7495,0.9497,0.4848,1.0217,0.642,0.0
123,17.121,11.5996,2.7262,1.0663,0.6031,1.0221,0.4941,0.0
124,16.9431,11.5938,2.7602,1.029,0.53,1.0114,0.5872,0.0
125,17.1088,11.5855,2.6687,1.1993,0.7028,1.0213,0.469,0.0
126,16.6137,11.5533,2.6402,0.9703,0.4642,0.9918,0.5403,0.0
127,17.4484,11.6689,2.7505,1.1214,0.5907,1.0416,0.5772,0.0
128,17.4746,11.7561,2.797,1.2306,0.6795,1.0432,0.5147,0.0
129,17.7389,11.6863,2.8262,1.2826,0.7536,1.059,0.5689,0.0
130,18.696,11.8605,2.8897,1.5398,1.0639,1.1161,0.5983,0.0
131,17.8873,11.8079,2.8235,1.3977,0.7564,1.0678,0.5565,0.0
132,17.9201,11.7038,2.792,1.3004,0.7296,1.0698,0.5849,0.0
133,18.2711,11.7717,2.9001,1.5889,0.8074,1.0907,0.6609,0.0
134,17.8601,11.6241,2.7991,1.367,0.7243,1.0662,0.6238,0.0
135,17.8536,11.6263,2.7256,1.3523,0.7042,1.0658,0.5389,0.0
136,17.5336,11.6751,2.7581,1.3688,0.6867,1.0467,0.6196,0.0
137,18.0579,11.7361,2.7871,1.4222,0.7636,1.078,0.6629,0.0
138,17.9924,11.7579,2.7674,1.58,0.6957,1.0741,0.589,0.0
139,17.7529,11.6845,2.755,1.3433,0.6829,1.0598,0.5856,0.0
140,18.5469,11.7476,2.8669,1.6779,0.968,1.1072,0.6094,0.0
141,18.158,11.6872,2.8693,1.3127,0.7298,1.084,0.6797,0.0
142,18.2441,11.7353,2.8172,1.5005,0.7534,1.0891,0.5806,0.0
143,18.4609,11.7553,2.855,1.4974,0.7681,1.1021,0.6227,0.0
144,18.018,11.685,2.8058,1.5139,0.8801,1.0756,0.6126,0.0
145,17.5862,11.608,2.7048,1.4147,0.6411,1.0498,0.6082,0.0
146,17.4466,11.6128,2.7735,1.338,0.6179,1.0415,0.5896,0.0
147,18.055,11.7209,2.8381,1.2713,0.6285,1.0778,0.5741,0.0
148,17.9154,11.6341,2.8869,1.4606,0.6659,1.0695,0.6654,0.0
149,17.5817,11.5935,2.8205,1.3728,0.6773,1.0496,0.7124,0.0
150,17.7489,11.7387,2.804,1.3949,0.6353,1.0596,0.5634,0.0
151,18.1673,11.7539,2.8778,1.727,0.8558,1.0845,0.6647,0.0
152,17.5449,11.6556,2.7473,1.2896,0.6155,1.0474,0.4909,0.0
153,18.0272,11.7543,2.7748,1.3842,0.6649,1.0762,0.6153,0.0
154,17.6466,11.6618,2.8236,1.4798,0.6893,1.0534,0.6377,0.0
155,17.7878,11.6172,2.834,1.231,0.5918,1.0619,0.5628,0.0
156,17.7707,11.6253,2.7781,1.2567,0.6725,1.0609,0.6839,0.0
157,18.3938,11.7534,2.8517,1.4037,0.7658,1.0981,0.5975,0.0
158,18.0421,11.6834,2.9484,1.5353,0.8205,1.0771,0.6524,0.0
159,18.3639,11.7403,2.8956,1.4945,0.838,1.0963,0.647,0.0
160,17.9198,11.6957,2.8204,1.3472,0.679,1.0698,0.5939,0.0
161,17.598,11.7138,2.8788,1.2566,0.7157,1.0505,0.5872,0.0
162,18.3232,11.6369,2.9144,1.449,0.8538,1.0938,0.6429,0.0
163,17.5994,11.6425,2.77,1.2484,0.6795,1.0506,0.5906,0.0
164,17.7914,11.6263,2.8303,1.2016,0.6863,1.0621,0.619,0.0
165,18.1941,11.7198,2.8612,1.5017,0.8569,1.0861,0.5308,0.0
166,17.8238,11.6919,2.8332,1.3189,0.757,1.064,0.664,0.0
167,17.5545,11.658,2.7598,1.3564,0.6794,1.0479,0.5494,0.0
168,17.7749,11.6198,2.7255,1.4187,0.8096,1.0611,0.6728,0.0
169,18.1225,11.6854,2.8187,1.3166,0.7372,1.0819,0.5732,0.0
170,18.0304,11.6072,2.8258,1.3408,0.7288,1.0764,0.5938,0.0
171,18.4515,11.835,2.9125,1.7631,1.1182,1.1015,0.6512,0.0
172,18.2815,11.7078,2.8605,1.3113,0.7114,1.0913,0.6261,0.0
173,17.6446,11.7099,2.8676,1.46,0.8635,1.0533,0.6301,0.0
174,17.4203,11.7313,2.807,1.3348,0.8736,1.0399,0.5619,0.0
175,18.3675,11.772,2.9296,1.4361,0.9271,1.0965,0.5411,0.0
176,17.6686,11.7558,2.8012,1.4317,0.799,1.0548,0.504,0.0
177,17.4947,11.6977,2.8608,1.3829,0.8683,1.0444,0.5378,0.0
178,18.124,11.7633,2.8406,1.5096,1.03,1.0819,0.5204,0.0
179,18.1983,11.7261,2.863,1.4339,0.9657,1.0864,0.5869,0.0
180,17.7024,11.6968,2.8474,1.2225,0.8387,1.0568,0.4843,0.0
181,18.0815,11.842,2.8078,1.4792,0.8727,1.0794,0.4651,0.0
182,17.6586,11.7437,2.7769,1.2641,0.8247,1.0542,0.4671,0.0
183,16.6426,11.6883,2.7426,1.1559,0.5637,0.9935,0.4953,0.0
184,17.0512,11.7523,2.7119,1.3523,0.8871,1.0179,0.4139,0.0001
185,17.7936,11.7505,2.7643,1.4782,0.9313,1.0622,0.5141,0.0
186,17.5632,11.6842,2.82,1.2199,0.6745,1.0485,0.4804,0.0
187,17.1286,11.6292,2.8887,1.2871,0.7553,1.0225,0.5515,0.0
188,17.4801,11.6054,2.8284,1.2999,0.9115,1.0435,0.582,0.0
189,17.6163,11.6926,2.8168,1.4301,0.8103,1.0516,0.5651,0.0
190,18.0226,11.7263,2.9296,1.3336,0.9272,1.0759,0.5645,0.0
191,18.055,11.7387,2.9003,1.6156,0.9856,1.0778,0.5922,0.0
192,17.577,11.6444,2.8298,1.3871,0.8663,1.0493,0.4672,0.0
193,16.9896,11.6082,2.7319,1.1207,0.7034,1.0142,0.4416,0.0
194,17.3428,11.7505,2.7524,1.4384,0.8991,1.0353,0.546,0.0
195,17.0457,11.6486,2.7255,1.5154,0.8791,1.0176,0.5076,0.0
196,16.5973,11.6444,2.6622,1.3307,0.7475,0.9908,0.4577,0.0
197,17.0468,11.6137,2.7387,1.1574,0.7547,1.0176,0.3728,0.0003
198,17.1233,11.6147,2.7572,1.3686,0.8434,1.0222,0.5353,0.0
199,17.4188,11.6541,2.8544,1.2413,0.8087,1.0398,0.5334,0.0
200,17.5794,11.6683,2.8544,1.2534,0.7856,1.0494,0.4964,0.0
